recipe_name,directions,category,nutrition,img_src,ingredients_parsed,tags,total_mins
Willard Family German Chocolate Cake,"Preheat oven to 350 degrees F (175 degrees C). Grease and flour 3 8-inch cake pans and line bottoms with parchment paper.
Place the chunks of chocolate into the boiling water and stir until the chocolate has melted; set aside to cool. In a large bowl beat 1 cup of softened margarine with 2 cups of sugar with an electric mixer until light and fluffy. Stir in 4 egg yolks one at a time beating well after each addition. Beat in 1 teaspoon of vanilla extract and the chocolate-water mixture until thoroughly blended.
Sift the flour baking soda and salt into a bowl. Beat the flour mixture into the liquid ingredients alternating with buttermilk in 3 or 4 additions. Beat until batter is smooth about 1 minute.
In a metal or glass bowl beat the reserved egg whites until they hold stiff peaks when the beaters are lifted straight up. Gently fold the beaten egg whites into the batter keeping as much volume as possible. Pour the batter into the prepared cake pans.
Bake in the preheated oven until the cakes have browned lightly and a toothpick inserted into the center of a cake comes out clean 35 to 40 minutes. Allow the cakes to cool in pans before removing.
To make frosting pour the evaporated milk into a large saucepan and mix in 1 cup of sugar 3 egg yolks 1/4 cup of margarine and 1 teaspoon of vanilla extract. Bring to a boil reduce heat to medium and cook until thickened stirring constantly about 12 minutes. Remove from heat and mix in the coconut and pecans beating the frosting until cooled and spreadable. Frost and fill the cake with the coconut frosting.",Desserts,"Total Fat: 42.0, Saturated Fat: 11.0, Total Carbohydrate: 102.0, Dietary Fiber: 4.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/gu3EQEmVzx-GgKlbwyv-QMifJlA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4522230-willard-family-german-chocolate-cake-Rhonda-W.-Scott-4x3-1-2d431f87fded45f39a3b1952be9cb044.jpg,quantity: 120 unit: ml ingredient: boiling water quantity: 240 unit: ml ingredient: margarine quantity: 420 unit: g ingredient: white sugar quantity: 4.0 unit: piece ingredient: eggs quantity: 5 unit: g ingredient: vanilla extract quantity: 320 unit: g ingredient: sifted all purpose flour quantity: 5 unit: g ingredient: baking soda quantity: 2 unit: g ingredient: salt quantity: 240 unit: ml ingredient: buttermilk quantity: 240 unit: ml ingredient: evaporated milk quantity: 210 unit: g ingredient: white sugar quantity: 3.0 unit: piece ingredient: egg yolks quantity: 60 unit: ml ingredient: margarine quantity: 5 unit: g ingredient: vanilla extract quantity: 319 unit: ml ingredient: sweetened flake coconut quantity: 240 unit: ml ingredient: chopped pecans,"all purpose flour, baking soda, buttermilk, chocolate, coconut, egg, egg yolk, flour, margarine, milk, pecan, salt, sugar, vanilla, vanilla extract, water",140
Coconut Cream Pound Cake,"Preheat the oven to 325 degrees F (165 degrees C). Grease and flour a 10-inch tube pan.
Beat butter and cream cheese together in a large bowl with an electric mixer until blended; add sugar and beat until light and fluffy. Blend in eggs one at a time then stir in coconut extract. Mix in flour and baking powder until just moistened; stir in flaked coconut. Spoon batter into the prepared pan.
Bake in the preheated oven until a toothpick inserted into the center comes out clean about 1 hour 20 minutes. Allow the cake to cool in the pan for 10 minutes; run a table knife around the edges to loosen then invert carefully onto a serving plate or cooling rack. Let cool completely.









",Desserts,"Total Fat: 21.0, Saturated Fat: 13.0, Total Carbohydrate: 61.0, Dietary Fiber: 2.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/Mui40EY45M-qk51DbTdWMYNqk5U=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4538939-63b5e75548ad45589dd52537512a9b30.jpg,quantity: 1.0 unit: package ingredient: cream cheese quantity: 630 unit: g ingredient: white sugar quantity: 6.0 unit: piece ingredient: eggs quantity: 5 unit: g ingredient: coconut extract quantity: 384 unit: g ingredient: all-purpose flour quantity: 2 unit: g ingredient: baking powder quantity: 480 unit: ml ingredient: flaked coconut,"baking powder, butter, cheese, coconut, cream, cream cheese, egg, flour, sugar",105
No-Bake Chocolate-Oatmeal Drop Cookies,"Mix milk sugar butter and cocoa powder in a large saucepan and bring to a rolling boil. Boil stirring frequently for about 1 minute. Remove from heat and add oats coconut peanut butter and vanilla. Mix thoroughly.
Drop tablespoon-sized balls of cookie dough onto waxed paper and let cool in refrigerator for at least 1 hour.",Desserts,"Total Fat: 10.0, Saturated Fat: 5.0, Total Carbohydrate: 32.0, Dietary Fiber: 2.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/NIXa9hDqD3Kng4gYvqd9rJUOfFw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9426027-48d722f8dd4a469fba111b8823cdbdc8.jpg,quantity: 420 unit: g ingredient: white sugar quantity: 114 unit: g ingredient: butter quantity: 44 unit: g ingredient: cocoa powder quantity: 720 unit: ml ingredient: quick oats quantity: 120 unit: ml ingredient: shredded coconut quantity: 114 unit: g ingredient: peanut butter quantity: 5 unit: g ingredient: vanilla extract,"butter, cocoa, cocoa powder, coconut, milk, oat, peanut, peanut butter, quick oat, sugar, vanilla, vanilla extract",70
Guyanese Coconut Buns,"Preheat the oven to 350 degrees F (175 degrees C).
In a large bowl stir together the flour sugar baking powder and salt. Add butter and cut in using a pastry blender or a fork until the mixture resembles fine crumbs. In a separate bowl whisk together the eggs milk vanilla extract and almond extract. Make a well in the center of the dry ingredients and pour in the wet ingredients. Add coconut and mix just enough to blend. Drop by rounded tablespoonfuls onto ungreased cookie sheets.
Bake for 20 minutes in the preheated oven or until golden brown.",Bread,"Total Fat: 10.0, Saturated Fat: 7.0, Total Carbohydrate: 17.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/wU9lFOX2sAUG1tcEaFE5rCnf3mE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7443004-7c12954a8f5643469efaf06319348118.jpg,quantity: 210 unit: g ingredient: white sugar quantity: 5 unit: g ingredient: baking powder quantity: 2 unit: g ingredient: salt quantity: 228 unit: g ingredient: butter quantity: 2.0 unit: piece ingredient: eggs quantity: 120 unit: ml ingredient: milk quantity: 5 unit: g ingredient: vanilla extract quantity: 2 unit: g ingredient: almond extract quantity: 180 unit: ml ingredient: flaked coconut,"almond, baking powder, butter, coconut, egg, flour, milk, salt, sugar, vanilla, vanilla extract",55
Limber de Coco (Coconut Ice),"Mix coconut milk evaporated milk sugar vanilla extract and cinnamon together in a bowl or blender until sugar dissolves and mixture is thoroughly combined.
Pour mixture into ice trays or popsicle molds. Freeze 8 hours to overnight.",Cuisine,"Total Fat: 14.0, Saturated Fat: 11.0, Total Carbohydrate: 19.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/FYtk4C3QHvJB9dVdq1YxR8ydxnw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8163818-ee7acd0b627a43b68a16286372c116e3.jpg,quantity: 0.5 unit: can ingredient: evaporated milk quantity: 52 unit: g ingredient: white sugar quantity: 5 unit: g ingredient: vanilla extract quantity: 2 unit: g ingredient: ground cinnamon,"cinnamon, coconut, coconut milk, milk, sugar, vanilla, vanilla extract",485
Coconut-Cream Cheese Frosting,Beat the cream cheese and butter in a mixer bowl until light and fluffy. Gradually add the confectioners sugar one cup at a time alternating with heavy cream. Beat in the salt coconut flavoring and vanilla extract. Continue beating until mixture is smooth and spreadable. Add additional confectioners sugar if necessary to thicken the frosting or more cream to thin. Stir in the coconut. If desired spoon toasted coconut evenly over frosted cake.,Desserts,"Total Fat: 11.0, Saturated Fat: 7.0, Total Carbohydrate: 28.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/zIQ_g1v5kckOrxPBLP9EqGgABzw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/397474-20486c67fcdf4ded957b026a1e995ced.jpg,"quantity: 114 unit: g ingredient: unsalted butter quantity: 840 unit: g ingredient: ""confectioners sugar"" quantity: 30 unit: g ingredient: heavy cream quantity: 2 unit: g ingredient: salt quantity: 2 unit: g ingredient: coconut flavoring quantity: 5 unit: g ingredient: vanilla extract quantity: 120 unit: ml ingredient: sweetened shredded coconut quantity: 240 unit: ml ingredient: sweetened shredded coconut","butter, cheese, coconut, cream, cream cheese, heavy cream, salt, sugar, vanilla, vanilla extract",15
Anzac Biscuits (Australian Coconut-Oat Cookies),"Mix oats flour sugar and coconut together.
In a small saucepan over low heat melt the syrup and butter together. Mix the soda and the boiling water and add to the melted butter and syrup.
Add butter mixture to the dry ingredients. Drop by teaspoons on greased cookie sheets (or baking paper).
Bake at 350 degrees F (175 degrees C) for 18 to 20 minutes.",Desserts,"Total Fat: 10.0, Saturated Fat: 6.0, Total Carbohydrate: 33.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/BYxBR8z89EVIWtQjbzZ3Qz_3r28=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2337938-2d4b05e0e65b475aa3b11e18226f64f0.jpg,quantity: 180 unit: ml ingredient: flaked coconut quantity: 128 unit: g ingredient: all-purpose flour quantity: 5 unit: g ingredient: baking soda quantity: 210 unit: g ingredient: white sugar quantity: 114 unit: g ingredient: butter quantity: 15 unit: g ingredient: golden syrup quantity: 30 unit: g ingredient: boiling water,"baking soda, butter, coconut, flour, golden syrup, oat, sugar, syrup, water",55
Cranberry Pumpkin Cookies,"Preheat the oven to 375 degrees F (190 degrees C). Grease two cookie sheets.
Cream sugar and butter in a large bowl with an electric mixer until light and fluffy. Mix in pumpkin purée egg and vanilla.
Sift flour baking powder baking soda cinnamon and salt together into a medium bowl. Stir flour mixture into pumpkin mixture until well blended. Stir in cranberries walnuts and orange zest. Drop teaspoonfuls of dough 2 inches apart onto the prepared baking sheets.
Bake in the preheated oven until the edges are golden 10 to 12 minutes.
Remove from the oven and transfer to wire racks to cool.",Desserts,"Total Fat: 4.0, Saturated Fat: 2.0, Total Carbohydrate: 13.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/QDAxyyRgJ7uA_7aoPIDbmyWf7lk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5848165-51f4085874754884af73e316d9e22ea7.jpg,quantity: 114 unit: g ingredient: butter quantity: 240 unit: ml ingredient: solid pack pumpkin puree quantity: 1.0 unit: piece ingredient: large egg quantity: 5 unit: g ingredient: vanilla extract quantity: 288 unit: g ingredient: all-purpose flour quantity: 10 unit: g ingredient: baking powder quantity: 5 unit: g ingredient: baking soda quantity: 5 unit: g ingredient: ground cinnamon quantity: 2 unit: g ingredient: salt quantity: 240 unit: ml ingredient: halved fresh cranberries quantity: 120 unit: ml ingredient: chopped walnuts quantity: 15 unit: g ingredient: orange zest,"baking powder, baking soda, butter, cinnamon, cranberry, egg, flour, orange, orange zest, pumpkin, pumpkin puree, salt, sugar, vanilla, vanilla extract, walnut, zest",35
To Die For Blueberry Muffins,"Preheat the oven to 400 degrees F (200 degrees C). Grease 8 muffin cups or line with paper liners.
For the muffins: Whisk flour sugar baking powder and salt together in a large bowl.
Pour oil into a small liquid measuring cup. Add egg and enough milk to reach the 1-cup mark; stir until combined. Pour into flour mixture and mix just until batter is combined. Fold in blueberries; set batter aside.
For the crumb topping: Combine sugar flour butter and cinnamon in a small bowl. Mix with a fork until crumbly.
Spoon batter into the prepared muffin cups filling right to the top. Sprinkle with crumb topping.
Bake in the preheated oven until a toothpick inserted in the center of a muffin comes out clean 20 to 25 minutes.











Dianne
",Bread,"Total Fat: 16.0, Saturated Fat: 5.0, Total Carbohydrate: 57.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/7JM6ev8saEJ8zh2lg_t3hjDv_wM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/662790-42748a55c35047ba93ce1186d97f2e6c.jpg,quantity: 158 unit: g ingredient: white sugar quantity: 10 unit: g ingredient: baking powder quantity: 2 unit: g ingredient: salt quantity: 79 unit: ml ingredient: vegetable oil quantity: 1.0 unit: piece ingredient: egg quantity: 79 unit: ml ingredient: milk quantity: 240 unit: ml ingredient: fresh blueberries,"baking powder, blueberry, egg, flour, milk, oil, salt, sugar, vegetable oil",35
Strawberry Jam,"Crush strawberries in a wide bowl in batches until you have 4 cups of mashed berries.
Combine mashed strawberries sugar and lemon juice in a heavy-bottomed saucepan; stir over low heat until sugar is dissolved. Increase heat to high and bring the mixture to a full rolling boil. Continue to boil stirring often until the mixture reaches 220 degrees F (105 degrees C).
Check doneness after 10 to 15 minutes by dropping a small spoonful of jam onto a frozen plate. Let sit for 1 to 2 minutes; if jam appears to gel it is ready. Continue cooking if jam appears thin and runny.
Transfer jam into hot sterile jars filling to within 1/4 inch of the top. Top with lids and screw rings on tightly.
Place a rack in the bottom of a large stockpot and fill it halfway with water. Bring to a boil and lower jars 2 inches apart into the boiling water using a holder. Pour in more boiling water to cover jars by at least 1 inch. Bring to a rolling boil cover and process for 10 minutes. Remove the jars from the stockpot and let rest several inches apart for 12 to 24 hours. Store in a cool dark area.











IDALYZME
",Side Dish,"Total Fat: 0.0, Saturated Fat: 0, Total Carbohydrate: 22.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/3rtP6ulDcA5qCnOFF9LZSOa4iAI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/824653-939162affa6643b2ae2ee33a10dd9891.jpg,quantity: 840 unit: g ingredient: white sugar quantity: 60 unit: ml ingredient: lemon juice,"juice, lemon, lemon juice, strawberry, sugar",40
Strawberry Pretzel Salad,"Preheat the oven to 400 degrees F (200 degrees C).
Stir crushed pretzels melted butter and 3 tablespoons sugar together until well-combined; mix well and press mixture into the bottom of a 9x13-inch baking dish.
Bake in the preheated oven until set about 8 to 10 minutes; set aside to cool.
Place cream cheese and 1 cup sugar in a large bowl. Beat with an electric mixer until smooth; fold in whipped topping. Spread mixture onto cooled crust.
Dissolve gelatin in boiling water. Stir in still-frozen strawberries and allow to set briefly. Pour and spread over cream cheese layer; refrigerate until set at least 2 hours.











Humblepieliving
",Desserts,"Total Fat: 23.0, Saturated Fat: 16.0, Total Carbohydrate: 52.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/MOAAz4GOORoNvEFgTzikGrCEA_8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/20338-strawberry-pretzel-salad-humblepieliving-003-1x1-1-320404ea9a4a4878ad6c4f88b2be4061.jpg,quantity: 171 unit: g ingredient: butter quantity: 45 unit: g ingredient: white sugar quantity: 1.0 unit: package ingredient: cream cheese quantity: 210 unit: g ingredient: white sugar quantity: 1.0 unit: piece ingredient: container frozen whipped topping quantity: 2.0 unit: packages ingredient: strawberry flavored Jell-O® quantity: 480 unit: ml ingredient: boiling water quantity: 2.0 unit: packages ingredient: frozen strawberries,"butter, cheese, cream, cream cheese, strawberry, sugar, water, whipped topping",150
Homemade Blueberry Pie,"Set an oven rack to the lowest position and preheat the oven to 375 degrees F (190 degrees C).
Mix sugar cornstarch cinnamon and salt together in a bowl; sprinkle over blueberries.
Line a pie dish with one pie crust. Pour berry mixture into the crust and dot with butter. Cut remaining pastry into 1/2- to 3/4-inch-wide strips. Use the strips to weave a lattice top. Crimp and flute the edges.
Bake pie on the lowest oven rack until filling is bubbling and crust is golden brown about 50 minutes.











justamom
",Desserts,"Total Fat: 17.0, Saturated Fat: 5.0, Total Carbohydrate: 53.0, Dietary Fiber: 4.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/k0afEg_gTIMgUcFVh3ieBRSdZsA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/202488-blueberry-pie-photo-by-justamom-8571e98396a4457b907a7a94e768189a.jpg,quantity: 45 unit: g ingredient: cornstarch quantity: 2 unit: g ingredient: ground cinnamon quantity: 1 unit: g ingredient: salt quantity: 960 unit: ml ingredient: fresh blueberries quantity: 1.0 unit: package ingredient: double-crust pie pastry quantity: 15 unit: g ingredient: butter,"blueberry, butter, cinnamon, cornstarch, double-crust pie pastry, salt, sugar",75
